priority_rank,junction_name,n_violations,total_risk,cii,cii_tier,dominant_type,dominant_vehicle,dominant_station,lat,lon,h3_cell,total_overlap_risk,avg_active_violations,max_active_violations,avg_overlap_multiplier,max_overlap_multiplier,road_factor,congestion_weight,vehicle_weight,delay_score,congestion_intensity,delay_index,vehicle_minutes_lost,person_minutes_lost,person_hours_lost,congestion_cost_rs,traffic_severity,traffic_impact_score,traffic_rank
1,BTP051 - Safina Plaza Junction,5887,30130,79.6,SEVERE,WRONG PARKING,SCOOTER,Shivajinagar,12.98190430301117,77.60697523529039,8860145b4dfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,5,3,1,31215500.0,53.02446067606591,100.0,31215500.0,46823250.0,780387.5,195096875.0,CRITICAL,88.05610673965106,11
2,BTP044 - Sagar Theatre Junction,14615,89044,75.1,SEVERE,WRONG PARKING,SCOOTER,Upparpet,12.972545289143795,77.57742030273323,8860145b51fffff,94200.5,6.5019091256204655,34,3.7509545628102328,17.5,4,3,1,7536040.0,6.445466985973315,24.141980746744405,7536040.0,11304060.0,188401.0,47100250.0,CRITICAL,60.375010473874724,12
2,BTP044 - Sagar Theatre Junction,14615,89044,75.1,SEVERE,WRONG PARKING,SCOOTER,Upparpet,12.972545289143795,77.57742030273323,8860145b43fffff,94200.5,6.5019091256204655,34,3.7509545628102328,17.5,4,3,1,7536040.0,6.445466985973315,24.141980746744405,7536040.0,11304060.0,188401.0,47100250.0,CRITICAL,60.375010473874724,13
2,BTP044 - Sagar Theatre Junction,14615,89044,75.1,SEVERE,WRONG PARKING,SCOOTER,Upparpet,12.972545289143795,77.57742030273323,8860145b55fffff,94200.5,6.5019091256204655,34,3.7509545628102328,17.5,4,3,1,7536040.0,6.445466985973315,24.141980746744405,7536040.0,11304060.0,188401.0,47100250.0,CRITICAL,60.375010473874724,14
2,BTP044 - Sagar Theatre Junction,14615,89044,75.1,SEVERE,WRONG PARKING,SCOOTER,Upparpet,12.972545289143795,77.57742030273323,8860145b5dfffff,94200.5,6.5019091256204655,34,3.7509545628102328,17.5,4,3,1,7536040.0,6.445466985973315,24.141980746744405,7536040.0,11304060.0,188401.0,47100250.0,CRITICAL,60.375010473874724,15
2,BTP044 - Sagar Theatre Junction,14615,89044,75.1,SEVERE,WRONG PARKING,SCOOTER,Upparpet,12.972545289143795,77.57742030273323,88618925b7fffff,94200.5,6.5019091256204655,34,3.7509545628102328,17.5,4,3,1,7536040.0,6.445466985973315,24.141980746744405,7536040.0,11304060.0,188401.0,47100250.0,CRITICAL,60.375010473874724,16
3,Area-12.933N-77.691E,4447,35341,62.4,HIGH,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,12.935341317512847,77.6911620783783,8861892093fffff,114402.5,14.532447466007417,67,7.7662237330037085,34.0,4,5,2,9152200.0,25.725770182145265,29.319408627124346,9152200.0,13728300.0,228805.0,57201250.0,CRITICAL,44.26282081980189,17
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e93fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,18
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e95fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,19
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e9bfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,20
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,88618925a5fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,21
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e91fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,22
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e97fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,23
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892eb9fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,24
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e99fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,25
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e9dfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,26
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8861892e8bfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,27
141,BTP051 - Safina Plaza Junction,32,192,41.4,MODERATE,NO PARKING,CAR,Pulikeshinagar(F.Town),12.987210546875,77.619101171875,8860145b4dfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,2,12486200.0,9754.84375,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.64680570144599,28
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e97fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,29
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e99fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,30
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e9dfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,31
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892eb9fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,32
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e8bfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,33
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8860145b4dfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,34
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e93fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,35
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,88618925a5fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,36
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e91fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,37
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e95fffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,38
19,BTP051 - Safina Plaza Junction,666,3175,39.0,MODERATE,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),12.996736751501505,77.61198218963963,8861892e9bfffff,312155.0,12.048628671464696,76,6.524314335732348,38.5,2,3,1,12486200.0,468.70120120120123,40.0,12486200.0,18729300.0,312155.0,78038750.0,CRITICAL,35.60988486737485,39
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145b3bfffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,40
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145865fffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,41
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145b17fffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,42
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145b33fffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,43
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,886014586dfffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,44
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145861fffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,45
4,BTP027 - Modi Bridge Junction,4046,20879,60.8,HIGH,WRONG PARKING,CAR,Malleshwaram,13.004755042080212,77.55141310747308,8860145b31fffff,39184.0,5.561517429938482,34,3.280758714969241,17.5,4,3,2,3134720.0,9.684626791893228,10.042190578398552,3134720.0,4702080.0,78368.0,19592000.0,HIGH,33.47244543713361,46
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b03fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,47
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b39fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,48
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b15fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,49
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b07fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,50
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b3dfffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,51
6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",2139,11674,50.9,HIGH,WRONG PARKING,CAR,Malleshwaram,13.000229429032258,77.57124373880318,8860145b17fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,24.48013090229079,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,28.820418445088997,52
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b6dfffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,53
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b67fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,54
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b05fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,55
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b69fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,56
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b29fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,57
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b61fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,58
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b63fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,59
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b45fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,60
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b09fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,61
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b6bfffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,62
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b0dfffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,63
16,BTP032 - Windsor Circle,865,2877,48.4,HIGH,WRONG PARKING,SCOOTER,High ground,12.992315599392974,77.588865757952,8860145b01fffff,70358.0,7.687662675689745,45,4.343831337844873,23.0,4,3,1,5628640.0,81.33872832369943,18.031554836539538,5628640.0,8442960.0,140716.0,35179000.0,CRITICAL,28.440698809351073,64
5,Area-13.188N-77.678E,1339,12211,52.8,HIGH,NO PARKING,MAXI-CAB,Chikkajala,13.185251428192682,77.6800619298357,8860169019fffff,44539.5,5.8429752066115705,23,3.4214876033057853,12.0,4,3,3,3563160.0,33.263256161314416,11.414713844083868,3563160.0,5344740.0,89079.0,22269750.0,HIGH,27.43921841905832,65
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b17fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,66
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b39fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,67
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b07fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,68
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b15fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,69
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b3dfffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,70
7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1101,7485,48.4,HIGH,WRONG PARKING,CAR,Rajajinagar,12.989055514993089,77.55270291377282,8860145b03fffff,52363.0,6.091749907510174,30,3.545874953755087,15.5,4,3,2,4189040.0,47.55949137148047,13.419743396709968,4189040.0,6283560.0,104726.0,26181500.0,HIGH,26.457748956695955,71
13,"BTP148 - 17th Main, Doopanahalli Bus Stop",766,5605,45.4,HIGH,NO PARKING,CAR,Jeevanbheemanagar,12.969062432144751,77.64422136627948,8861892ecbfffff,69833.0,6.23095453176754,29,3.61547726588377,15.0,3,3,2,4189980.0,91.16579634464752,13.422754721212218,4189980.0,6284970.0,104749.5,26187375.0,HIGH,24.870168235954456,72
13,"BTP148 - 17th Main, Doopanahalli Bus Stop",766,5605,45.4,HIGH,NO PARKING,CAR,Jeevanbheemanagar,12.969062432144751,77.64422136627948,8861892527fffff,69833.0,6.23095453176754,29,3.61547726588377,15.0,3,3,2,4189980.0,91.16579634464752,13.422754721212218,4189980.0,6284970.0,104749.5,26187375.0,HIGH,24.870168235954456,73
13,"BTP148 - 17th Main, Doopanahalli Bus Stop",766,5605,45.4,HIGH,NO PARKING,CAR,Jeevanbheemanagar,12.969062432144751,77.64422136627948,8861892ec1fffff,69833.0,6.23095453176754,29,3.61547726588377,15.0,3,3,2,4189980.0,91.16579634464752,13.422754721212218,4189980.0,6284970.0,104749.5,26187375.0,HIGH,24.870168235954456,74
13,"BTP148 - 17th Main, Doopanahalli Bus Stop",766,5605,45.4,HIGH,NO PARKING,CAR,Jeevanbheemanagar,12.969062432144751,77.64422136627948,8861892ec3fffff,69833.0,6.23095453176754,29,3.61547726588377,15.0,3,3,2,4189980.0,91.16579634464752,13.422754721212218,4189980.0,6284970.0,104749.5,26187375.0,HIGH,24.870168235954456,75
13,"BTP148 - 17th Main, Doopanahalli Bus Stop",766,5605,45.4,HIGH,NO PARKING,CAR,Jeevanbheemanagar,12.969062432144751,77.64422136627948,8861892ecdfffff,69833.0,6.23095453176754,29,3.61547726588377,15.0,3,3,2,4189980.0,91.16579634464752,13.422754721212218,4189980.0,6284970.0,104749.5,26187375.0,HIGH,24.870168235954456,76
